id_original,name,id
63071,Merope,29682
63071,Carlton Film Exports,50707
65480,,
63229,Gaumont,9
63229,France3 Cinéma,7090
72279,Renn Productions,82
72279,Films A2,875
59139,Reteitalia,1242
59139,Medusa Distribuzione,15868
59139,Dean Film,43711
195812,Ital-Noleggio Cinematografico,4990
195812,Vides Cinematografica,12111
195812,Dean Film,43711
194485,PECF,1650
194485,Les Films Concordia,1714
194485,Compagnia Cinematografica Champion,10000
194485,Productions et Éditions Cinématographique Français,14522
65573,International Apollo Films,1378
92572,,
56287,Titanus,641
61829,,
82368,Société Générale de Cinématographie (S.G.C.),8894
82368,CEI Incom,10795
82368,Maxima Film Compagnia Cinematografica,52586
92586,,
76575,,
193732,Fair Film,1399
193732,Incei Film,12473
193732,Cinétel,44614
193732,Montfluor Film,82028
45005,,
2969,Amalia Film GmbH,15193
273868,,
231304,Cineriz,9387
231304,Teseo,83382
36817,,
337014,,
47158,,
270487,Universal Pictures,33
270487,Mike Zoss Productions,2092
270487,Working Title Films,10163
214717,,
32528,Nimar Studios,7636
32528,USA Cable Entertainment,11282
14847,Blue Angels Films,25458
14847,Miromar Entertainment,85569
39285,Belladonna Productions,2341
39285,ABC Family,5948
39285,Von Zerneck Sertner Films,19237
39285,Lion Share Productions,25134
136294,StudioCanal,694
136294,Few,11198
136294,France 2 Cinéma,15671
136294,Les Trois Huit,23115
29760,Working Pictures,93597
29760,Cayman Went,93598
43713,,
45823,,
44008,BLT Productions,4724
44008,Lotus Sound,58548
44008,Blancbiehn Productions,58549
46713,NGN Productions,7587
46713,"Nasser Group, North",11045
362185,Status Media & Entertainment,35396
362185,DV3 Productions,64949
362185,The Forgery,64950
362185,GA2 Productions,64951
192767,Destiny Films,66179
250572,Broad Green Pictures,49389
353595,Warner Bros. Animation,2785
328246,New Rose Films,53577
320589,First Film Company,20778
319073,British Film Institute (BFI),7281
319073,Met Film Production,17643
319073,Insight Production Company,71784
319073,Daniel Film,71785
184608,Toho,5897
184608,A-1 Pictures,13113
84658,Tommy J. Productions,16128
139646,,
119256,Cineart Production,51411
119256,I/O Post,75390
153410,,
214219,Pandastorm Pictures,34307
214219,Quizzical Pictures,52117
238458,,
265760,Showtime Networks,4343
84114,Ivan Tors Productions,5328
40826,Allied Artists Pictures,4928
40826,Dudley Pictures Corporation,16428
26015,Lorimar Productions,898
41434,Distant Horizons,1066
41434,Videovision Entertainment,5031
41434,Hakuhodo DY Media Partners,11846
41434,Reel Deal Entertainment,49229
41434,Action 5,68360
58405,Bandai Visual Company,528
58405,Bitters End,4667
58405,WoWow,5073
111460,First National Pictures,3245
111460,The Vitaphone Corporation,9329
318917,Constantin Film,47
237303,,
79580,,
30933,ABC Circle Films,2166
30933,Spelling-Goldberg Productions,19326
124088,Miramax,53009
124088,Truth 24 F.P.S.,80273
47084,,
54297,,
10094,WT2 Productions,10462
70553,Double Helix Films,8460
57662,London Film Productions,659
57662,Victor Saville Productions,16916
61656,,
58106,TF1 International,7799
58106,Reel One Entertainment,15645
175005,Paramount Pictures,4
20381,,
97108,,
91001,,
125527,,
78115,Celluloid Dreams,860
158939,The Leonard Goldberg Company,557
158939,American Broadcasting Company (ABC),3065
363439,Cinema Epoch,2513
325848,LGM Productions,2490
335724,Andreevsky Flag Film Company,11996
335724,Volgafilm,23054
334328,BehindTheLine Productions,50421
355600,Ghoulardi Film Company,178
316761,Type 55 Films,21207
257117,Bluff Road Productions,83652
362373,,
341886,Raven Banner Entertainment,25884
341886,De Angeles Films,54191
291151,Sobras International Pictures,55497
14091,,
46565,,
84984,Sacis,1041
84984,RAI Radiotelevisione Italiana,20091
84984,R.P.A. Cinematografica,44165
49456,Ital-Noleggio Cinematografico,4990
49456,Castoro,10451
49456,Anouchka Films,14679
74657,Paramount Pictures,4
74657,Dino de Laurentiis Cinematografica,1216
122787,Istituto Luce,317
122787,Castoro,10451
122787,Tefi Film,10452
122787,Chretien,10561
122787,Mancori,10562
80443,Napoleon Film,58255
136572,titania produzioni,23495
136572,Film 87,94637
136572,Plaza Production International,94638
107035,,
74656,Cooperativa Spettatori Produttori Cinematografici,19531
291866,Midnight Road Entertainment,65903
38201,,
298931,Universal Pictures,33
298931,Tiger Aspect Productions,686
298931,Working Title Films,10163
298931,Universal Stage Productions,42327
298931,Old Vic Productions,42328
40692,,
216363,Shôchiku Eiga,5070
255784,Shouchiku Co.,21296
291336,Black House Capital,32553
112162,,
324293,,
299715,Rectangle Productions,2700
245855,Haile Addis Pictures,52377
341051,,
220200,,
90079,Metaphor Production,18771
103210,Paramount Pictures,4
103210,Permut Presentations,455
103210,Dino De Laurentiis Company,10308
139637,,
211144,Jaffe/Braunstein Films,5003
211144,Muse Entertainment Enterprises,6438
211144,Bauman Entertainment,63507
171952,,
334536,Zed Filmworks,4080
334536,Paris Film,7046
334536,Traveling Picture Show Company (TPSC),39043
334536,Unbroken Pictures,49724
113097,,
320343,media in sy,49248
143602,Jan-Ken-Po Pictures,12553
143602,Rosa Entertainment,12554
267178,,
331576,Sil-Metropole Organisation,5686
331576,Sun Entertainment Culture,20542
331576,Bona Film Group,30148
331576,Maximum Gain Kapital Group,58274
359255,Sinister Siblings Films,65546
359255,Lascaux Media,65547
77821,,
203226,La Lanterne,29028
203226,Confédération Française Démocratique du Travail (CFDT),41942
156225,,
24567,Serenade Films,3459
24567,Mr. Nice,3601
24567,Olympus Pictures,7400
106845,Signature Pictures,2982
106845,After Dark Films,3608
106845,Midsummer Films,22705
360341,Netflix,59811
48761,Nimbus Film Productions,11672
360638,Mandarin Films,12096
329819,Les Films du Kiosque,2951
329819,France 2 Cinéma,15671
65576,,
259985,Peg Leg Films,62175
32160,,
360605,,
217775,,
108614,,
230211,Eyeworks Film & TV Drama,8962
334394,Film Colony,560
334394,XYZ Films,12142
334394,Mo Film,80529
248417,,
190250,,
165181,,
268212,Paris-Europa Productions,1283
268212,Rapid Film,12782
268212,Figet,62263
262945,,
37679,Sage Productions,19467
27364,Tolda Productions,69005
82963,,
49697,Titanus,641
49697,Société Générale de Cinématographie (S.G.C.),8894
227350,Journeyman Pictures,2291
227350,Sixteen Films,12695
61718,Telespan 2000,1181
26781,Cine2000,4580
38015,,
320150,BK Pictures,54962
333287,,
300433,Lotte Entertainment,7819
268725,,
289712,Marc Platt Productions,2527
289712,Blumhouse Productions,3172
289712,Unbroken Pictures,49724
285844,Optic Nerve Films,34374
285844,Titlecard Pictures,52358
285844,Collingwood Management,64122
225285,Wildcard Films,47241
267467,Barunson Film Division,4399
267467,CJ Entertainment,7036
267467,Yong Film,49096
291692,China Film Co-Production Corporation,2269
291692,Beijing Dachu Changge Film And TV Culture Co.,32661
291692,Central Newsreel and Documentary Film Studio,32662
291692,Combo Drive Pictures Co.,32663
32249,Media Asia Film,2884
32249,Raintree Pictures,74425
39111,GMM Tai Hub (GTH),5369
58959,Lion Rock Productions,2812
38988,Cirrus Communications,6852
286668,Steamroller Productions,3495
286668,Grindstone Entertainment Group,3604
286668,Voltage Pictures,10255
286668,Picture Perfect Corp.,21442
25744,Tornado Film,14606
25744,For-side.com,14607
25744,Twin Co. Ltd.,14608
25744,Earl Grey Film,14610
32213,Cinema Service,868
32213,CJ Entertainment,7036
32152,Toilet Pictures,14605
37973,Phenomena,4007
37973,GMM Tai Hub (GTH),5369
37973,Dedicate Ltd.,14598
274626,Chiller Films,12671
274626,Flower Films (II),19813
274626,Synthetic Cinema International,23761
50479,Disney Channel,3213
247954,Emperor Motion Pictures,2726
247954,Media Asia Films,5552
235704,Showbox Entertainment,11420
235704,"Lamp, The",21170
235704,Golden Fish Pictures,21171
128842,,
65881,Tiger Aspect Productions,686
107976,Kadokawa Pictures,2073
107976,CJ Entertainment,7036
18060,Emperor Motion Pictures,2726
18060,Sil-Metropole Organisation,5686
210966,Beijing Gallop Horse Film & TV Production,15866
210966,Chang Ying Group,15867
32229,Art Port,15509
32162,,
71620,Lotte Entertainment,7819
32163,,
32149,,
32157,,
36063,,
29977,,
52418,CJ Entertainment,7036
41980,Media Asia Films,5552
230210,Jolly Roger,71744
13311,,
82477,싸이더스 픽쳐스,20246
56578,,
55765,,
120713,Xiao Xiang Film Group,26875
120713,Mei Ah Films Production Co. Ltd.,41465
120713,Mei Ah Media (Beijing),49979
154030,CJ Entertainment,7036
32932,Index Films,5454
141819,Nikkatsu,955
141819,Warner Bros. Japan,13695
141819,Office Shirous,64231
254672,Ningxia Film Studio,3406
254672,Media Asia Films Ltd.,6377
62977,Star Union Skykee Film Investment Co,7101
101056,,
254526,,
61062,,
25655,China Star Entertainment,3029
25655,One Hundred Years of Film Company,5633
25655,Point of View Movie Productions,5660
10257,,
44245,,
233112,Sil-Metropole Organisation,5686
233112,Bona International Film Group,8250
41441,Sidus Pictures,4983
41441,Showbox Entertainment,11420
193717,CJ Entertainment,7036
239853,CJ Entertainment,7036
104176,,
269340,Lotte Entertainment,7819
32946,,
37849,,
33338,Greater China Media Entertainment,5285
31036,Galvinized Films,5142
31036,Scave Productions,5143
31036,Sirocco Post,5144
44133,Shaw Brothers,5798
44133,TVB,28104
73897,,
37850,,
32150,,
214910,Showbox Entertainment,11420
18816,Mei Ah Entertainment,7885
280019,Opus Pictures,7270
280019,United Pictures,7271
180651,Cinema Service,868
37196,ContentFilm International,25487
244114,Focus Films,1268
244114,Sil-Metropole Organisation,5686
244114,Edko Films,10284
11175,,
24821,Film Fund FUZZ,5241
24821,Alligator Film,24493
24822,Prime Entertainment,12743
14660,Endgame Entertainment,1205
14660,Solstice Productions,52180
19238,Starz Media,2659
20458,Nordisk Film,235
281780,Moonlighting Films,9137
281780,Showbox/Mediaplex,10923
153795,Nu Image Films,925
153795,Millennium Films,10254
153795,The Group Films,13621
15028,Paramount Pictures,4
15028,Nickelodeon Movies,2348
15028,Valhalla Motion Pictures,11533
36681,,
40452,Sio Film and Bravo Entertainment,21188
81460,CJ Entertainment,7036
32173,,
28366,Emperor Multimedia Group (EMG),3320
28366,"JCE Entertainment Ltd,",3973
129850,Emperor Motion Pictures,2726
121491,Oz One Film,11803
31714,,
55758,,
324017,,
25626,Shanghai Film Group,3407
25626,Media Asia Films Ltd.,6377
25626,Golden Harvest Company Ltd.,6379
25626,DMG Entertainment,10289
25626,China Film Group Corporation (CFGC),14714
206,,
258947,Templeheart Films,14262
258947,Mulholland Pictures BV,27318
258947,Raindance Raw Talent,44315
18638,,
253775,,
253451,Tristone Entertainment Inc.,38100
246205,Huayi Brothers,3393
246205,Sil-Metropole Organisation,5686
246205,Media Asia Films Ltd.,6377
136842,Mary Pickford Company,21540
211005,Nordisk Film Production,14757
211005,AlphaVille Pictures Copenhagen,40938
299400,The Asylum,1311
335866,Votiv Films,34455
335866,Taggart Productions,51235
12828,Numero Films Ltd,5455
56549,CTB Film Company,318
56549,Nikola Film,13205
50458,Opus Pictures,7270
75931,,
124294,CJ Entertainment,7036
284063,9ers Entertainment,41527
16313,GMM Tai Hub (GTH),5369
68252,,
32272,Mirovision,5748
81242,,
38604,,
26010,Seasonal Film Corporation,13433
26010,Gold Label Entertainment,37152
26010,Neway Star Pictures,37153
264273,CJ Entertainment,7036
21792,Popcorn films,10872
77175,CJ Entertainment,7036
77175,JK Films,10955
204053,Nikkatsu,955
204053,Django Film,3659
204053,Kodansha,6999
35851,Filbert Steps Productions,36841
96664,Edko Films,10284
5846,,
195276,Miin Pictures,54103
56790,,
86279,,
24889,Bona Entertainment,5548
24889,Sil-Metropole Organisation,5686
24889,Beijing EE-Media Co.,5687
24889,Xi'an Qujian Film &  TV Investment Group Company,5688
24889,Neo Studios,5689
24889,Pop Movies,5690
204553,NEW,20064
45089,,
23609,Cinema Service,868
137409,Edko Films,10284
137409,Irresistible Films,47037
137409,Irresistible Delta,82612
352128,The Lloyd Segan Company,873
352128,Lions Gate Television,7601
352128,Piller2,89704
90147,Media Asia Films,5552
90147,Milky Way Image Company,5632
208429,Toho Film (Eiga) Co. Ltd.,622
194872,,
14561,Myriad Pictures,738
14561,Endgame Entertainment,1205
14561,Accent Entertainment Corporation,7232
116227,CJ Entertainment,7036
116227,Opus Pictures,7270
72650,,
32159,MK Pictures,4685
108972,,
58679,First Cut Studios Inc.,7484
58679,Fox International Productions,7485
28917,Caviar Films,2699
24037,,
34777,China Star Entertainment,3029
50210,,
204260,CJ Entertainment,7036
204260,CJ 엔터테인먼트,20074
25124,,
132957,,
42380,,
10265,,
117506,Media Asia Films,5552
117506,Milky Way Image Company,5632
117506,Sil-Metropole Organisation,5686
199584,Showbox/Mediaplex,10923
199584,MCMC,15974
199584,keyeast,15975
32164,,
72074,,
52441,,
257568,9ers Entertainment,41527
74639,Bona Entertainment,5548
74639,Sil-Metropole Organisation,5686
74639,Pop Movies,5690
262137,Sil-Metropole Organisation,5686
262137,Pop Movies,5690
262137,Bona International Film Group,8250
33106,,
49095,,
40025,,
162006,,
37502,,
45303,,
4912,Miramax Films,14
4912,Allied Filmmakers,1755
4912,Mad Chance,1757
127849,Golden Harvest Pictures,969
45407,M3 Entertainment,72384
194523,Emperor Motion Pictures,2726
194523,Media Asia Films,5552
194523,Milky Way Image Company,5632
194523,Sil-Metropole Organisation,5686
328869,Bron Studios,13240
250671,,
324253,Company Name,48269
257445,Columbia Pictures,5
257445,Village Roadshow Pictures,79
257445,Original Film,333
257445,Sony Pictures Animation,2251
257445,Sony Pictures Entertainment (SPE),7431
257445,Scholastic Entertainment,30246
257445,LStar Capital,34034
334682,,
343843,(주)로제타시네마,84964
340753,,
330127,Malka Media Group,72184
329829,Starhaus Filmproduktion,10272
329829,Anagram Produktion,17537
329829,Galafilm Productions,20465
329829,Triptych Media,37323
329829,Marianna Films,42263
320146,Ghost Robot,51071
320146,Greencard Pictures,64854
320146,Mathematic,74293
254155,,
280612,Lotte Entertainment,7819
40122,Showbox/Mediaplex,10923
335640,9ers Entertainment,41527
364153,,
157422,After Dark Films,3608
157422,High Five Films,25635
90800,All-American,15653
226354,Impact Productions LLC,10283
226354,Pinewood Studios,19404
226354,Big Book Media,36988
226354,EchoLight Studios,39281
329712,TS Productions,313
329712,Nord-Ouest Productions,4176
329712,Canal+,5358
329712,Arte France,6111
329712,Arte France Cinéma,6916
329712,Ciné+,10611
329712,Région Ile-de-France,11246
329712,Centre National de la Cinématographie (CNC),18367
358912,Adelaide Film Festival,2854
358912,Madman Films,6880
264401,,
200645,Les Films Alain Sarde,635
200645,Pathe,7396
233639,Constantin Film Produktion,5755
233639,SamFilm Produktion,9336
3936,,
281826,Distant Thunder Films,20462
281826,Spiritus Vult,27428
113377,,
19553,Trilogy Entertainment Group,2231
19553,Fox West Pictures,3401
19553,RHI Entertainment,20358
67499,Lemming Film,2345
134812,Stockholm Syndrome Film,52831
128140,,
141520,,
53416,Lone Star Production,4114
335392,Viacom18 Motion Pictures,54778
335392,trigno media,90830
21459,Rupam Chitra,64339
263471,Aascar Films,7141
13707,Lone Star Corporation,930
8415,Bandai Entertainment Inc.,12502
2079,Lone Star Corporation,930
2078,Lone Star Corporation,930
290762,S Films,39829
290762,New Sparta Films,67285
339060,,
222832,EDKO Film,12205
68335,Cinema Libre Studio,7317
68335,Imago-Creata,7318
47761,,
306969,ContentFilm International,25487
306969,Preferred Film & TV,41046
51270,Lyceum Films,6466
345323,Nation Earth,63905
304372,Screen Gems,3287
253414,Shangri-La Entertainment,2265
253414,QED International,11029
253414,Dune Films,19477
253414,Venture Forth,20313
56132,,
151069,,
44287,Bigel / Mailer Films,11952
84071,Epic Productions,1988
35128,Wisteria Productions,5525
218784,Columbia Pictures,5
218784,Sony Pictures Entertainment,5752
354150,Films & Casting Temple,60690
354150,Australia India Film Fund,60691
334924,Rouge international,6961
334924,Les films du Worso,7395
334924,42 Km Film,51274
102901,,
97274,,
326058,,
262169,Siren Digital - Hollywood,33770
89116,,
363805,New Films International,42203
322850,Hollywood Media Bridge,3546
322850,Infinity Pictures,86573
309919,Myriad Pictures,738
309919,AliBella Pictures,61372
309919,Bystander Films,61373
309919,Management Production Entertainment (MPE),61374
309919,Mangrove Media,61375
305044,Go Films,13313
305044,Three Coin Productions,24906
346808,Universum Film (UFA),12372
346808,Thaba Media,20243
346808,Azari Media,65734
306964,Epic Pictures Group,7662
306964,Film Entertainment Services,51017
361050,,
26130,,
125232,Shochiku Ofuna,10640
345519,Room 608,55989
106629,BosBros,9054
323370,Campfire LLC,3176
319993,HI Film Productions,8698
319993,Klas Film,70098
319993,Endorfilm,80500
64551,RKO Radio Pictures,6
128848,Fipco Productions,92032
128848,Etoile Productions,92033
149895,Universal International Pictures (UI),10330
125666,Monogram Pictures,4395
30015,Aro Productions Inc.,5012
61431,Ben Stoloff Productions,5010
26849,Columbia Pictures Corporation,441
3578,,
223655,Toeplitz Productions,71352
114081,Wald/Krasna Productions,10852
246013,,
260886,Una Cinecooperativa,28490
45555,,
176143,RKO Radio Pictures,6
106826,Warner Bros.,6194
149180,Metheus Film,1465
149180,"Copercines, Cooperativa Cinematográfica",1500
146787,Metheus Film,1465
146787,Cairo Films,12280
151732,,
332757,Metheus Film,1465
157779,,
167874,Metheus Film,1465
362439,Cinetel Films,10399
104954,Dania Film,1701
104954,Compagnia Cinematografica Champion,10000
29257,Universal International Pictures (UI),10330
18447,C.V. Whitney Pictures,1322
321303,Matila Röhr Productions (MRP),5240
321303,Taska Film,6162
144580,,
87022,Lemming Film,2345
99708,,
109894,,
50086,Fortissimo Films,1615
21954,The Asylum,1311
41311,Posa Films,65192
40933,Posa Films,65192
59333,,
191562,Eros International,3653
146933,,
221800,,
72664,Soprofilms,472
72664,Cerito Films,10784
72664,V Films,14388
72664,Carthago Films S.a.r.l.,20395
28416,Gatlin Pictures,4800
292035,,
172396,,
76040,Roadshow Productions,7020
160106,,
798,Rhombus Ringfilm,509
356161,Lunanime,11794
356161,Coproducción Francia-Bélgica,69287
356161,Studio Folimage,69288
336811,La Fabrique de Films,2673
62616,Pygmalion Production,25924
364781,Just A Moment,66008
146404,British Broadcasting Corporation (BBC),3324
146404,Whitby Davison Productions Ltd.,11808
258656,Les Films de la Pléiade,745
258656,Societe pour le Lancement des Oeuvres Nouvelles (SLON),70639
258656,France Opera Film,77233
284841,,
294963,Caliber Media Company,11049
294963,The Fyzz Facility,63443
294963,Realbuilder Productions,78128
146301,Paramount Pictures,4
146301,Blumhouse Productions,3172
363413,Zee Music Company,65217
70530,Golden Sun Films,3404
70656,,
228221,,
1899,France 2 Cinéma,83
1899,EuropaCorp,6896
1899,Max Films Productions,7828
218296,Infinite Enterprises,95368
28068,Profilmes,4948
28068,Astro C.C.,9213
28072,Isaac Hernández Poncela,81366
28072,Richard Films P.C.,82678
77642,Hesperia Films S.A.,4780
77642,Profilmes,4948
28071,Profilmes,4948
28071,"Pérez Pareja, M. Flor",38791
28071,Ancla Century Films,38792
131815,,
64624,Anabel Films S.A.,15265
339669,Screen Australia,7584
339669,Flying Bark Productions,20187
339669,Studio 100 Animation,51863
339669,Telegael,72280
339669,Assemblage Entertainment,72281
289820,,
339312,Mixed Bag Media,52917
266639,Universal Pictures,33
266639,Blumhouse Productions,3172
266639,Hasbro Studios,22826
266639,Allspark Pictures,57031
293646,Alcon Entertainment,1088
293646,Phoenix Pictures,11317
293646,Fabula,24459
293646,Half Circle,60255
334991,WoWow,5073
334991,Comme des Cinémas,7003
334991,Amuse,14602
334991,Showgate,17392
334991,Pony Canyon,31059
334991,Hakuhodo,32441
334991,Office Shirous,64231
253273,,
48615,,
284343,United King Films,16
284343,Movie Plus productions,76756
35724,,
93178,Asahi Broadcasting,4868
84094,Robot,39417
84942,Seven Cities Media,23991
56623,France 2 Cinéma,83
56623,Procirep,311
56623,UGC,581
56623,Canal+,5358
56623,TPS Star,6586
264978,,
216539,Active Entertainment,10345
184219,GMM Tai Hub (GTH),5369
257253,,
356296,Rai Cinema,2683
356296,Cattleya,10102
356296,La Chouve,65517
355178,Home Box Office (HBO),3268
325302,,
46526,Larry Levinson Productions,3282
46526,Alpine Medien Productions,3693
46526,RHI Entertainment,20358
46526,Brosier,95804
49216,Children's Television Workshop,5061
49216,CCTV,83696
59095,Romulus Films,3632
59095,Cyclops Vision,17436
59095,Miracle Communications Ltd.,22929
329020,Melusine Productions,13351
292014,Wizart Animation,46315
285387,La Petite Reine,1992
339362,,
2734,Turner Network Television,678
2734,Five Mile River Films,974
2734,Beta Film,1080
2734,Lux Vide,1082
51083,,
301846,Starchild Pictures,12906
361380,Mattel Entertainment,49983
74474,,
58207,CBS Entertainment Productions,3902
32286,,
288129,Centro Nacional Autónomo de Cinematografía,1388
288129,Fundación Villa del Cine,16951
273896,Milestone Film & Video,93961
32329,British Film Institute (BFI),7281
32329,Sankofa Film & Video,16228
44296,,
75886,,
67810,,
337473,Arte,201
337473,ZDF,21404
337473,TVO,75168
53689,Svensk Filmindustri,6416
53689,Kulturtuben,16270
314462,,
77241,,
239534,,
236317,TMC,5076
171160,,
254172,Andrea Leone Films,7127
254172,Fear of God Films,40309
254172,Busted Shark Productions,60621
347754,Universal Pictures,33
347754,Blumhouse Productions,3172
347754,LBI Entertainment,8518
347754,Ombra Films,23513
55249,,
47354,Universal Pictures,33
298382,Screen Australia,7584
298382,Film Art Media,36733
298382,White Hot Productions,78549
298382,Ingenious Senior Film Fund,86901
298382,Embankment Films,86902
80660,,
22672,,
13721,,
28314,Prophecy Entertainment,34532
32428,"RKO Radio Pictures, Inc.",61
32428,Walt Disney Production,6470
109298,Walt Disney Productions,3166
109298,United Artists Pictures,16685
132714,Walt Disney Productions,3166
67790,Walt Disney Pictures,2
67790,United Artists Pictures,16685
81338,Walt Disney Pictures,2
81338,United Artists Pictures,16685
80928,Walt Disney Productions,3166
80928,United Artists Pictures,16685
106112,Walt Disney Pictures,2
106112,United Artists Pictures,16685
134360,Walt Disney Pictures,2
134360,Columbia Pictures,5
109329,Walt Disney Productions,3166
109329,United Artists Pictures,16685
58160,Walt Disney Production,6470
58160,United Artists Pictures,16685
66997,Walt Disney Productions,3166
66997,United Artists Pictures,16685
66819,Walt Disney Productions,3166
66819,United Artists Pictures,16685
67661,Walt Disney Productions,3166
67661,United Artists Pictures,16685
67113,Walt Disney Productions,3166
67113,United Artists Pictures,16685
67626,Walt Disney Production,6470
67626,United Artists Pictures,16685
67162,Walt Disney Productions,3166
67162,United Artists Pictures,16685
109323,Walt Disney Productions,3166
109323,United Artists Pictures,16685
54509,Walt Disney Productions,3166
54509,United Artists Pictures,16685
101806,Walt Disney Animation Studios,6125
161836,Walt Disney Pictures,2
161836,United Artists Pictures,16685
20432,Avatar Media,24643
120615,Metro-Goldwyn-Mayer (MGM),8411
34942,Universal Cartoon Studios,4285
44224,,
36153,,
92804,Gemini-American Productions,29481
92804,Ellman Film Enterprises,29482
69058,Hammer Film Productions,1314
115738,,
271665,,
98557,,
129175,Lux Digital Pictures,7535
92819,Plantagenet,19741
118427,,
87148,Continental Motion Pictures,18054
87148,M&C Films,18055
87148,Royal Films,18056
49347,Filmscope Entertainment,10002
291343,Broadview Pictures,53038
41656,Martien Holdings A.V.V.,9077
41656,Nu Image / Millennium Films,25473
296025,Aloupis Productions,52426
296025,Hacienda Film Co.,52428
53310,Shostak/Rossner Productions,60464
45147,Island World,1595
62762,Shaw Brothers,5798
44135,Australian Film Finance Corporation,1380
44135,Screentime Pty. Ltd.,4467
287636,Made In Film-Land,18440
287636,New Films International,42203
287636,Rabbit Bandini Films,52351
117435,Metro-Goldwyn-Mayer (MGM),8411
5881,Loma Nasha Films,1954
5881,Poisson Rouge Pictures,16259
5881,Tigerfish,31047
55240,Warner Bros.,6194
4893,,
291540,Don Ferguson Productions,32648
228294,Gristmill,37583
111398,Toho Company,882
31686,Showtime Australia,2948
31686,The Australian Film Commission,5186
31686,Screen Australia,7584
31686,Film Victoria,11840
31686,Arenafilm,14591
31686,Content International,25320
31686,Cinimod Film,25321
30879,,
81772,Dania Film,1701
81772,National Cinematografica,2185
314443,Itaca Films,16322
314443,Meridiano 89,83688
314443,Sivela Pictures,95692
314443,Unos Cuantos Perros,95693
298653,A71 Productions,17758
298653,Narrow Edge Productions,36015
298653,High Star Entertainment,36016
135659,Nordisk Film,235
71147,,
254201,Zentropa Entertainments,76
254201,Zentropa International Sweden,8288
254201,Film i Väst,17513
365491,Foreverland Productions,66483
113329,Zazen Produções,2427
113329,Globo filmes,10954
28061,Titanus,641
28061,Athena Cinematografica,52537
88266,Critérion Film,10563
88266,Galatea Film,12240
88266,Lyre Films,40811
5484,Delfino Film,1914
262871,Roxy Film,101
262871,Leone International,1913
66087,Sider Film,41977
129627,Italian International Film,1429
129627,Castilla Cooperativa Cinematográfica,10544
117567,Comptoir Français du Film Production (CFFP),5779
117567,Achille Piazzi Produzioni Cinematografica,8946
117567,Protor Film S.r.l.,10449
113782,Euro International Film (EIA),8930
113782,Red Film,25286
113782,San Marco,25287
294016,Groundswell Productions,4205
294016,Inimitable Pictures,13470
294016,ShivHans Pictures,33603
324178,Gordon Films,15297
121329,,
96368,Terra-Filmkunst,4784
96368,Euro International Film (EIA),8930
96368,Produzioni Cinematografiche Europee (P.C.E.),10455
129847,Colosseo Artistica,10556
129851,Flora Film,1501
129851,National Cinematografica,2185
156988,,
156995,,
146970,,
157724,Dania Cinematografica,26753
179178,Dania Film,1701
179178,Medusa Distribuzione,15868
115042,2T Produzione Film,4645
115042,Globe Film,16135
231001,Ruthless Pictures,17840
341201,Sherwood Productions,8791
341201,Neoplanta Film,28567
341201,Lanterna Editrice,54762
140648,Astral Films,4042
140648,Canadian Film Development Corporation (CFDC),4952
57578,Universal Pictures,33
77860,Gray Film,7816
26040,,
56195,Warner Bros.,6194
34729,,
44899,,
51485,,
18017,Burrundi Productions,3425
18017,The Australian Children's Television Foundation,3426
353148,,
277541,B-Reel Feature Films,39407
238781,Alexandre Films,2926
247720,Mt. Philo Films,19171
20323,,
352157,Fidélité Films,2927
111170,,
17038,,
44037,Stage 6 Films,11341
44037,Curmudgeon Films,12029
44037,RCR Media Group,17837
44037,UFO Films,51569
135309,Unified Film Organization (UFO),4009
79506,,
107081,,
81654,Giovanni Addessi Produzione Cinematografica,6390
40141,Mega Film,1406
40141,I.F. Produzioni Cinematografiche,12185
30552,Les Productions Jacques Roitfeld,1527
30552,Fida Cinematografica,22792
30552,New Film Production S.r.l.,41789
30872,Balcázar Producciones Cinematográficas,1428
30872,Selvaggia Film,82361
40461,Sutjeska Film,28713
40461,A.M. Trading International S.r.l.,52995
47453,Alpha Cinematografica,4830
40145,Scena Film,49589
28848,Alpha Cinematografica,4830
27703,Rizzoli Film,12778
27703,Cinecompany,17741
42326,Rizzoli Film,12778
28847,,
287493,The Fool,52900
273096,Dwango,29672
273096,Happinet Corporation,34993
273096,GyaO,41861
217085,,
293476,Lucky Red.,8966
31973,,
339077,It's Alive Films,91900
280957,Lux Film,1679
280957,Lux Compagnie Cinématographique de France,12243
157174,American International Pictures (AIP),9266
157174,Gallus Films,12692
157174,Les Films Agiman,12693
76833,Panda Film,74778
133941,Mega Film,1406
133941,Rialto Film Preben-Philipsen,3602
133941,Colt Produzioni Cinematografiche,7516
4419,Lux Film,1679
135385,,
296491,,
70864,Lux Film,1679
70864,Compagnie Cinématographique de France,7933
44444,,
74836,,
241070,,
74944,TF1 Droits Audiovisuels,8350
74944,Les Films du Gorak,8351
74944,Coficup,8352
74945,La Petite Reine,1992
335872,,
366045,Reluctant Production,66791
366045,Daro Film Distribution,80713
253257,,
81644,Antarctic Pictures,4631
81644,MBG Art and Film,55018
81644,Fir and Cedar,55019
56663,,
268788,Golden Square Pictures,54269
222581,,
318914,,
113255,Werner Herzog Filmproduktion,843
113255,Süddeutscher Rundfunk (SDR),16814
36880,Canal+,5358
36880,France 2 (FR2),11359
36880,Arion Productions,18646
139945,Werner Herzog Filmproduktion,843
